	company	fund_id	fund_name	avg	avg_type	category	fund_type	me	ydev	y5dev	risk	Link	Klusterbomber	Kemiska vapen	Kärnvapen	Vapen/krigsmateriel	Alkohol	Tobak	Spelverksamhet	Pornografi	Fossila bränslen	Kol	Uran	Genmodifierade organismer	Alkohol_comment	Fossila bränslen (olja, gas, kol)_comment	Kemiska och biologiska vapen_comment	Klusterbomber, personminor_comment	Kol_comment	Kommersiell spelverksamhet_comment	Kärnvapen_comment	Pornografi_comment	Tobak_comment	Uran_comment	Vapen och/eller krigsmateriel_comment	Övrigt_comment
459891	SPP Fonder AB	459891	SPP Emerging Markets SRI	0.19	NA	Nya marknader	A	M/E	23	12	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0003455658	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ								Produktion 0 %, distribution 5 %.	Produktion 0 %, distribution 5 %.			Vi exkluderar bolag där kol står för mer än 30 % av bolagets eller koncernens omsättning. Vi exkluderar bolag med lågt hållbarhetsbetyg, enligt vår egen analys och har uteslutit bolag som i huvudsak sysslar med kolkraft, oljesandstillverkning och palmoljeplantage.
331686	SPP Fonder AB	331686	SPP Företagsobligationsfond	0.14	NA	Norden ränta	R	M/E	2	1	mycket låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0004807097	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ								Produktion 0 %, distribution 5 %.	Produktion 0 %, distribution 5 %.			
391482	SPP Fonder AB	391482	SPP Generation 40-tal	0.18	NA	Pension om mindre än 10 år	G	M/E	3	6	låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0001095845	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ								Produktion 0 %, distribution 5 %	Produktion 0 %, distribution 5 %.			Vi exkluderar bolag där kol står för mer än 30 % av bolagets eller koncernens omsättning. Vi exkluderar bolag med lågt hållbarhetsbetyg, enligt vår egen analys och har uteslutit bolag som i huvudsak sysslar med kolkraft, oljesandstillverkning och palmoljeplantage.
427310	SPP Fonder AB	427310	SPP Generation 50-tal	0.18	NA	Pension om mindre än 10 år	G	M/E	6	9	låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0001095852	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ								Produktion 0 %, distribution 5 %.	Produktion 0 %, distribution 5 %.			Vi exkluderar bolag där kol står för mer än 30 % av bolagets eller koncernens omsättning. Vi exkluderar bolag med lågt hållbarhetsbetyg, enligt vår egen analys och har uteslutit bolag som i huvudsak sysslar med kolkraft, oljesandstillverkning och palmoljeplantage.
463141	SPP Fonder AB	463141	SPP Generation 60-tal	0.18	NA	Pension om mer än 10 år	G	M/E	10	14	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0001095860	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ								Produktion 0 %, distribution 5 %.	Produktion 0 %, distribution 5 %.			Vi exkluderar bolag där kol står för mer än 30 % av bolagets eller koncernens omsättning. Vi exkluderar bolag med lågt hållbarhetsbetyg, enligt vår egen analys och har uteslutit bolag som i huvudsak sysslar med kolkraft, oljesandstillverkning och palmoljeplantage.
498972	SPP Fonder AB	498972	SPP Generation 70-tal	0.18	NA	Pension om mer än 10 år	G	M/E	10	14	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0001095878	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ								Produktion 0 %, distribution 5 %.	Produktion 0 %, distribution 5 %.			Vi exkluderar bolag där kol står för mer än 30 % av bolagets eller koncernens omsättning. Vi exkluderar bolag med lågt hållbarhetsbetyg, enligt vår egen analys och har uteslutit bolag som i huvudsak sysslar med kolkraft, oljesandstillverkning och palmoljeplantage.
844522	SPP Fonder AB	844522	SPP Generation 80-tal	0.18	NA	Pension om mer än 10 år	G	M/E	11	14	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000619355	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ								Produktion 0 %, distribution 5 %.	Produktion 0 %, distribution 5 %.			Vi exkluderar bolag där kol står för mer än 30 % av bolagets eller koncernens omsättning. Vi exkluderar bolag med lågt hållbarhetsbetyg, enligt vår egen analys och har uteslutit bolag som i huvudsak sysslar med kolkraft, oljesandstillverkning och palmoljeplantage.
473702	SPP Fonder AB	473702	SPP Global Plus	0.18	NA	Global	A	M/E	13	-	-	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0008129985	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ								Produktion 0 %, distribution 5 %.	Produktion 0 %, distribution 5 %.			
184119	SPP Fonder AB	184119	SPP Global Solutions	0.22	NA	Aggressiv	B	M/E	17	17	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0004576452	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ								Produktion 0 %, distribution 5 %.	Produktion 0 %, distribution 5 %.			
721506	SPP Fonder AB	721506	SPP Grön Obligationsfond	0.13	NA	Övriga räntefonder	R	M/E	1	-	mycket låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0006763967	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ								Produktion 0 %, distribution 5 %.	Produktion 0 %, distribution 5 %.			Vi exkluderar hela energisektorn (sektor 10 utvinning kol, olja, gas) och bolag vars omsättning till mer än 50 % kommer från fossila bränslen i övriga sektorer samt bolag med stora fossilreserver.
534800	SPP Fonder AB	534800	SPP Obligationsfond	0.11	NA	Sverige lång och realränta	R	M/E	1	3	mycket låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000522518	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ								Produktion 0 %, distribution 5 %.	Produktion 0 %, distribution 5 %.			
442897	SPP Fonder AB	442897	SPP Penningmarknadsfond	0.11	NA	Sverige kortränta	R	M/E	0	0	mycket låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000522500	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ								Produktion 0 %, distribution 5 %.	Produktion 0 %, distribution 5 %.			
706275	SPP Fonder AB	706275	SPP Sverige Plus	0.17	NA	Sverige	A	M/E	11	-	-	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0008964407	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ								Produktion 0 %, distribution 5 %.	Produktion 0 %, distribution 5 %.			
971077	SPP Fonder AB	971077	SPP Tillväxtmarknad Plus	0.20	NA	Nya marknader	A	M/E	23	-	-	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0008129969	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ								Produktion 0 %, distribution 5 %.	Produktion 0 %, distribution 5 %.			
571695	Storebrand Asset Management AS	571695	Delphi Europe	0.37	NA	Europa	A	M/E	10	12	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=NO0010039712	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ									Produktion 0 %, distribution 5 %.			Vi exkluderar bolag där kol står för mer än 30 % av bolagets eller koncernens omsättning. Vi exkluderar bolag med lågt hållbarhetsbetyg, enligt vår egen analys och har uteslutit bolag som i huvudsak sysslar med kolkraft, oljesandstillverkning och palmoljeplantage.
352468	Storebrand Asset Management AS	352468	Delphi Global	0.29	RES	Global	A	M/E	12	16	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=NO0010317282	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ									Produktion 0 %, distribution 5 %.			Vi exkluderar bolag där kol står för mer än 30 % av bolagets eller koncernens omsättning. Vi exkluderar bolag med lågt hållbarhetsbetyg, enligt vår egen analys och har uteslutit bolag som i huvudsak sysslar med kolkraft, oljesandstillverkning och palmoljeplantage.
388298	Storebrand Asset Management AS	388298	Delphi Nordic	0.37	NA	Norden	A	M/E	11	23	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=NO0010039670	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ									Produktion 0 %, distribution 5 %.			Vi exkluderar bolag där kol står för mer än 30 % av bolagets eller koncernens omsättning. Vi exkluderar bolag med lågt hållbarhetsbetyg, enligt vår egen analys och har uteslutit bolag som i huvudsak sysslar med kolkraft, oljesandstillverkning och palmoljeplantage.
925503	Swedbank Management Company S.A	925503	SEF - Aktiv Finans EGAS Dynamic Portfolio	0.62	FOF	Varierande	B	NA	4	-	-		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
551440	Swedbank Management Company S.A	551440	SEF - EME European Best Ideas	0.89	NA	Europa	A	NA	18	-	-		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
507707	Swedbank Management Company S.A	507707	SEF - Kavaljer Multi	0.62	FOF	Aggressiv	B	NA	8	-	-		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
266049	Swedbank Management Company S.A	266049	SEF - LHV Persian Gulf Fund	0.89	NA	Nya marknader	A	NA	2	4	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
310904	Swedbank Management Company S.A	310904	SEF - Penser Dynamisk Allokering	0.62	F-R	Varierande	B	NA	4	-	-		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
993501	Swedbank Management Company S.A	993501	SEF Kuylenstierna & Skog Equities	0.62	FOF	Aggressiv	B	NA	12	-	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
683847	Swedbank Management Company S.A	683847	Taaleri Sicav - Taaleri Allocation 50	0.57	F-R	Balanserad	B	NA	8	11	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
849711	Swedbank Management Company S.A	849711	Taaleri Sicav - Taaleri Rhein Value Equity	0.89	RES	Övriga länder	A	NA	28	19	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
869438	Swedbank Robur Fonder AB	869438	Folksam LO Obligation	0.12	FOF	Sverige lång och realränta	R	M/E	0	3	mycket låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000540601	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ			0%. Avser både produktion och distribution.	0%. Avser både produktion och distribution.			0%. Avser både produktion och distribution.	Produktion: 0 %. Aktiv distribution: 5 %.	Produktion: 0 %. Aktiv distribution: 5 %.			Fonden investerar inte i bolag som producerar kol till mer än 30% av omsättningen.
976928	Swedbank Robur Fonder AB	976928	Folksam LO Sverige	0.18	NA	Sverige	A	M/E	12	13	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000540593	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ			0%. Avser både produktion och distribution.	0%. Avser både produktion och distribution.			0%. Avser både produktion och distribution.	Produktion: 0 %. Aktiv distribution: 5 %.	Produktion: 0 %. Aktiv distribution: 5 %.			Fonden investerar inte i bolag som producerar kol till mer än 30% av omsättningen.
941096	Swedbank Robur Fonder AB	941096	Folksam LO Världen	0.18	NA	Global	A	M/E	10	16	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000540627	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ			0%. Avser både produktion och distribution.	0%. Avser både produktion och distribution.			0%. Avser både produktion och distribution.	Produktion: 0 %. Aktiv distribution: 5 %.	Produktion: 0 %. Aktiv distribution: 5 %.			Fonden investerar inte i bolag som producerar kol till mer än 30% av omsättningen.
905265	Swedbank Robur Fonder AB	905265	Folksam LO Västfonden	0.18	NA	Sverige	A	M/E	12	13	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000540619	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ			0%. Avser både produktion och distribution.	0%. Avser både produktion och distribution.			0%. Avser både produktion och distribution.	Produktion: 0 %. Aktiv distribution: 5 %.	Produktion: 0 %. Aktiv distribution: 5 %.			Fonden investerar inte i bolag som producerar kol till mer än 30% av omsättningen.
296152	Swedbank Robur Fonder AB	296152	KPA Etisk Aktiefond	0.18	NA	Global och Sverige	A	M/E	11	14	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000885105	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Fonden investerar inte i företagsgrupper där någon andel av omsättningen kommer från produktion av alkoholhaltiga drycker. Med ”någon andel av omsättningen” avses mer än 10 miljoner kronor eller 1 procent av rapporterad årsomsättning.		0%. Avser både produktion och distribution.	0%. Avser både produktion och distribution.		Fonden investerar inte i företagsgrupper där någon andel av omsättningen kommer från kommersiell spelverksamhet. Med ”någon andel av omsättningen” avses mer än 10 miljoner kronor eller 1 procent av rapporterad årsomsättning.	0%. Avser både produktion och distribution.	0%. Avser produktion av pornografiskt material.	Fonden investerar inte i företagsgrupper där någon andel av omsättningen kommer från produktion av tobak eller tobaksprodukter. Med ”någon andel av omsättningen” avses mer än 10 miljoner kronor eller 1 procent av rapporterad årsomsättning.		Fonden investerar inte i företagsgrupper där någon andel av omsättningen kommer från produktion av vapen. Med ”någon andel av omsättningen” avses mer än 10 miljoner kronor eller 1 procent av rapporterad årsomsättning.	Fonden investerar inte i bolag som producerar kol till mer än 30% av omsättningen.
224493	Swedbank Robur Fonder AB	224493	KPA Etisk Blandfond 2	0.18	NA	Aggressiv	B	M/E	8	11	låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000885089	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Fonden investerar inte i företagsgrupper där någon andel av omsättningen kommer från produktion av alkoholhaltiga drycker. Med ”någon andel av omsättningen” avses mer än 10 miljoner kronor eller 1 procent av rapporterad årsomsättning.		0%. Avser både produktion och distribution.	0%. Avser både produktion och distribution.		Fonden investerar inte i företagsgrupper där någon andel av omsättningen kommer från kommersiell spelverksamhet. Med ”någon andel av omsättningen” avses mer än 10 miljoner kronor eller 1 procent av rapporterad årsomsättning.	0%. Avser både produktion och distribution.	0%. Avser produktion av pornografiskt material.	Fonden investerar inte i företagsgrupper där någon andel av omsättningen kommer från produktion av tobak eller tobaksprodukter. Med ”någon andel av omsättningen” avses mer än 10 miljoner kronor eller 1 procent av rapporterad årsomsättning.		Fonden investerar inte i företagsgrupper där någon andel av omsättningen kommer från produktion av vapen. Med ”någon andel av omsättningen” avses mer än 10 miljoner kronor eller 1 procent av rapporterad årsomsättning.	Fonden investerar inte i bolag som producerar kol till mer än 30% av omsättningen.
188664	Swedbank Robur Fonder AB	188664	KPA Etisk Räntefond	0.10	NA	Sverige kortränta	R	M/E	0	0	mycket låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000885071	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Fonden investerar inte i företagsgrupper där någon andel av omsättningen kommer från produktion av alkoholhaltiga drycker. Med ”någon andel av omsättningen” avses mer än 10 miljoner kronor eller 1 procent av rapporterad årsomsättning.		0%. Avser både produktion och distribution.	0%. Avser både produktion och distribution.		Fonden investerar inte i företagsgrupper där någon andel av omsättningen kommer från kommersiell spelverksamhet. Med ”någon andel av omsättningen” avses mer än 10 miljoner kronor eller 1 procent av rapporterad årsomsättning.	0%. Avser både produktion och distribution.	0%. Avser produktion av pornografiskt material.	Fonden investerar inte i företagsgrupper där någon andel av omsättningen kommer från produktion av tobak eller tobaksprodukter. Med ”någon andel av omsättningen” avses mer än 10 miljoner kronor eller 1 procent av rapporterad årsomsättning.		Fonden investerar inte i företagsgrupper där någon andel av omsättningen kommer från produktion av vapen. Med ”någon andel av omsättningen” avses mer än 10 miljoner kronor eller 1 procent av rapporterad årsomsättning.	Fonden investerar inte i bolag som producerar kol till mer än 30% av omsättningen.
978981	Swedbank Robur Fonder AB	978981	Swedbank Robur Access Asien	0.16	NA	Asien	A	NA	28	-	-		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
755504	Swedbank Robur Fonder AB	755504	Swedbank Robur Access Europa	0.16	NA	Europa	A	NA	13	-	-		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
114819	Swedbank Robur Fonder AB	114819	Swedbank Robur Access Global	0.16	NA	Global	A	NA	11	-	-		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
943159	Swedbank Robur Fonder AB	943159	Swedbank Robur Access Japan	0.16	NA	Japan	A	NA	12	-	-		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
719674	Swedbank Robur Fonder AB	719674	Swedbank Robur Access Sverige	0.16	NA	Sverige	A	NA	10	-	-		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
150649	Swedbank Robur Fonder AB	150649	Swedbank Robur Access USA	0.16	NA	USA och Nordamerika	A	NA	10	-	-		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
785022	Swedbank Robur Fonder AB	785022	Swedbank Robur Aktiefond Pension	0.18	NA	Global och Sverige	A	NA	15	15	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
691105	Swedbank Robur Fonder AB	691105	Swedbank Robur Bas Action	0.26	FOF	Varierande	B	NA	12	11	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
655274	Swedbank Robur Fonder AB	655274	Swedbank Robur Bas Mix	0.24	FOF	Varierande	B	NA	9	8	låg		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
619445	Swedbank Robur Fonder AB	619445	Swedbank Robur Bas Solid	0.22	FOF	Varierande	B	NA	5	4	låg		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
677534	Swedbank Robur Fonder AB	677534	Swedbank Robur Ethica Obligation	0.13	NA	Sverige lång och realränta	R	M/E	0	2	mycket låg		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
964171	Swedbank Robur Fonder AB	964171	Swedbank Robur Europafond MEGA	0.19	NA	Europa	A	NA	18	13	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
